class_label,recall,precision,auc
negative,0.8436578171091446,0.7951807228915663,0.8874141618868034
negative,0.8426745329400197,0.7949907235621522,0.8874141618868034
negative,0.8416912487708947,0.7948003714020427,0.8874141618868034
negative,0.8407079646017699,0.7946096654275093,0.8874141618868034
negative,0.8407079646017699,0.7953488372093023,0.8874141618868034
negative,0.8407079646017699,0.7960893854748603,0.8874141618868034
negative,0.839724680432645,0.7958993476234856,0.8874141618868034
negative,0.8387413962635202,0.7957089552238806,0.8874141618868034
negative,0.8377581120943953,0.7955182072829131,0.8874141618868034
negative,0.8377581120943953,0.7962616822429907,0.8874141618868034
negative,0.8367748279252704,0.7960710944808232,0.8874141618868034
negative,0.8367748279252704,0.7968164794007491,0.8874141618868034
negative,0.8357915437561455,0.7966260543580131,0.8874141618868034
negative,0.8357915437561455,0.797373358348968,0.8874141618868034
negative,0.8348082595870207,0.7971830985915493,0.8874141618868034
negative,0.8348082595870207,0.7979323308270677,0.8874141618868034
negative,0.8338249754178958,0.7977422389463782,0.8874141618868034
negative,0.8328416912487709,0.7975517890772128,0.8874141618868034
negative,0.831858407079646,0.7973609802073516,0.8874141618868034
negative,0.831858407079646,0.7981132075471699,0.8874141618868034
negative,0.831858407079646,0.7988668555240793,0.8874141618868034
negative,0.831858407079646,0.7996219281663516,0.8874141618868034
negative,0.8308751229105211,0.7994323557237465,0.8874141618868034
negative,0.8308751229105211,0.8001893939393939,0.8874141618868034
negative,0.8308751229105211,0.8009478672985783,0.8874141618868034
negative,0.8308751229105211,0.801707779886148,0.8874141618868034
negative,0.8298918387413963,0.8015194681861348,0.8874141618868034
negative,0.8289085545722714,0.8013307984790875,0.8874141618868034
negative,0.8289085545722714,0.80209324452902,0.8874141618868034
negative,0.8289085545722714,0.8028571428571428,0.8874141618868034
negative,0.8279252704031466,0.8026692087702574,0.8874141618868034
negative,0.8269419862340216,0.8024809160305344,0.8874141618868034
negative,0.8269419862340216,0.8032473734479465,0.8874141618868034
negative,0.8259587020648967,0.8030592734225621,0.8874141618868034
negative,0.8249754178957719,0.8028708133971292,0.8874141618868034
negative,0.8249754178957719,0.803639846743295,0.8874141618868034
negative,0.823992133726647,0.8034515819750719,0.8874141618868034
negative,0.8230088495575221,0.8032629558541267,0.8874141618868034
negative,0.8230088495575221,0.8040345821325648,0.8874141618868034
negative,0.8230088495575221,0.8048076923076923,0.8874141618868034
negative,0.8230088495575221,0.8055822906641001,0.8874141618868034
negative,0.8220255653883972,0.8053949903660886,0.8874141618868034
negative,0.8220255653883972,0.8061716489874639,0.8874141618868034
negative,0.8220255653883972,0.806949806949807,0.8874141618868034
negative,0.8210422812192724,0.8067632850241546,0.8874141618868034
negative,0.8200589970501475,0.8065764023210832,0.8874141618868034
negative,0.8190757128810227,0.8063891577928364,0.8874141618868034
negative,0.8180924287118977,0.8062015503875969,0.8874141618868034
negative,0.8171091445427728,0.8060135790494666,0.8874141618868034
negative,0.816125860373648,0.8058252427184466,0.8874141618868034
negative,0.816125860373648,0.8066083576287658,0.8874141618868034
negative,0.8151425762045231,0.806420233463035,0.8874141618868034
negative,0.8141592920353983,0.8062317429406037,0.8874141618868034
negative,0.8141592920353983,0.8070175438596491,0.8874141618868034
negative,0.8141592920353983,0.8078048780487805,0.8874141618868034
negative,0.8131760078662733,0.8076171875,0.8874141618868034
negative,0.8131760078662733,0.8084066471163245,0.8874141618868034
negative,0.8121927236971485,0.8082191780821918,0.8874141618868034
negative,0.8112094395280236,0.8080313418217434,0.8874141618868034
